                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    228,                0.32714,                0.60399,                0.26861,                0.85057,                0.90977,                0.85886,                0.92026,                0.82287,                0.91524,                0.86423,                0.92047,                0.68649,                0.48236,                0.81407,                0.48054,                 0.9866,               0.002509,               0.002509,               0.002509
                    229,                0.32671,                0.60016,                0.26524,                 0.8483,                0.90917,                0.85903,                0.91988,                0.82281,                0.91435,                 0.8656,                0.92044,                0.68651,                0.48226,                0.81446,                0.48089,                0.98679,               0.002476,               0.002476,               0.002476
                    230,                0.32421,                0.60257,                0.26293,                0.85039,                0.91018,                0.85812,                0.91991,                0.82279,                0.91527,                0.86435,                0.92038,                0.68679,                0.48227,                0.81481,                0.48106,                0.98709,               0.002443,               0.002443,               0.002443
                    231,                0.32562,                0.60204,                0.26412,                0.84951,                0.91187,                 0.8564,                0.91983,                0.82269,                0.91479,                0.86503,                0.92024,                0.68678,                0.48181,                0.81523,                0.48159,                0.98675,                0.00241,                0.00241,                0.00241
                    232,                 0.3211,                0.59483,                0.26052,                0.84706,                0.91066,                0.85721,                0.91996,                0.82282,                0.91513,                0.86449,                0.92014,                0.68658,                0.48183,                0.81543,                0.48162,                0.98721,               0.002377,               0.002377,               0.002377
                    233,                0.32009,                0.59579,                0.25908,                0.84548,                0.91166,                0.85612,                0.91982,                0.82285,                0.91423,                0.86474,                0.92005,                0.68677,                0.48136,                 0.8155,                0.48182,                0.98702,               0.002344,               0.002344,               0.002344
                    234,                0.32062,                0.59588,                0.26333,                 0.8471,                0.90922,                0.85798,                0.91989,                0.82315,                0.91451,                0.86452,                0.91998,                0.68718,                0.48093,                0.81536,                0.48241,                0.98683,               0.002311,               0.002311,               0.002311
                    235,                 0.3188,                0.59705,                0.26026,                0.84878,                0.90985,                0.85743,                0.91974,                0.82318,                0.91511,                 0.8637,                0.91993,                0.68733,                0.48085,                0.81519,                0.48248,                0.98717,               0.002278,               0.002278,               0.002278
                    236,                0.31735,                0.59427,                0.25683,                 0.8451,                0.90909,                0.85802,                0.91944,                0.82322,                  0.915,                0.86419,                0.91977,                0.68744,                    inf,                0.81463,                0.48278,                0.98724,               0.002245,               0.002245,               0.002245
                    237,                0.31608,                 0.5897,                0.25747,                0.84631,                0.90898,                0.85821,                0.91981,                0.82351,                0.91493,                0.86383,                0.91983,                0.68807,                0.48028,                0.81512,                0.48295,                0.98744,               0.002212,               0.002212,               0.002212
                    238,                0.31383,                0.58811,                0.25511,                0.84562,                0.90724,                 0.8598,                0.91972,                0.82354,                0.91337,                0.86562,                0.92009,                0.68838,                    inf,                0.81493,                0.48288,                0.98784,               0.002179,               0.002179,               0.002179
                    239,                 0.3113,                0.58686,                 0.2551,                0.84534,                0.90821,                0.85883,                0.91965,                0.82368,                0.91453,                0.86441,                0.91969,                0.68842,                0.47994,                0.81536,                0.48321,                0.98766,               0.002146,               0.002146,               0.002146
                    240,                0.31359,                0.58834,                0.25485,                  0.845,                0.90793,                0.85909,                0.91952,                0.82378,                0.91466,                 0.8649,                0.91976,                0.68852,                0.47973,                0.81558,                0.48344,                0.98784,               0.002113,               0.002113,               0.002113
                    241,                0.30835,                0.58572,                0.25078,                0.84243,                0.90811,                 0.8594,                0.91949,                0.82372,                 0.9147,                0.86506,                0.91969,                0.68872,                0.47949,                0.81591,                0.48371,                0.98796,                0.00208,                0.00208,                0.00208
                    242,                0.30899,                0.58678,                0.25309,                0.84386,                0.90746,                 0.8598,                0.91919,                0.82339,                0.91414,                0.86558,                0.91965,                0.68868,                0.47925,                0.81673,                0.48412,                 0.9881,               0.002047,               0.002047,               0.002047
                    243,                0.30614,                0.58459,                0.25291,                0.84311,                0.90784,                0.85935,                0.91935,                0.82353,                0.91497,                0.86484,                0.91974,                0.68901,                0.47905,                0.81704,                0.48383,                0.98848,               0.002014,               0.002014,               0.002014
                    244,                0.30427,                 0.5804,                0.24763,                0.84167,                0.90864,                0.85854,                 0.9193,                0.82362,                0.91504,                0.86458,                0.91965,                0.68891,                0.47898,                0.81781,                0.48403,                0.98888,               0.001981,               0.001981,               0.001981
                    245,                0.30359,                0.57998,                0.24871,                0.84222,                0.90823,                0.85879,                0.91948,                 0.8238,                0.91426,                0.86516,                0.91954,                 0.6894,                0.47863,                0.81787,                0.48389,                0.98892,               0.001948,               0.001948,               0.001948
                    246,                0.30382,                 0.5803,                0.24774,                0.84123,                0.91046,                0.85672,                0.91943,                0.82385,                0.91659,                0.86276,                0.91966,                0.68941,                0.47854,                 0.8185,                0.48405,                0.98906,               0.001915,               0.001915,               0.001915
                    247,                0.30097,                0.57736,                0.24722,                0.84171,                0.90846,                0.85786,                 0.9192,                0.82383,                 0.9151,                0.86413,                0.91967,                0.68926,                0.47835,                0.81826,                0.48439,                0.98939,               0.001882,               0.001882,               0.001882
                    248,                0.30141,                0.57691,                0.24699,                0.84114,                0.90737,                0.85878,                0.91902,                0.82382,                0.91519,                0.86367,                 0.9196,                0.68948,                0.47782,                0.81786,                0.48478,                0.98933,               0.001849,               0.001849,               0.001849
                    249,                0.29937,                0.57851,                0.24578,                0.83956,                 0.9082,                 0.8575,                0.91909,                0.82397,                 0.9158,                0.86279,                0.91974,                0.69006,                0.47739,                0.81809,                0.48554,                0.98912,               0.001816,               0.001816,               0.001816
                    250,                0.29688,                0.57509,                0.24367,                0.83855,                0.91535,                0.85247,                0.91897,                0.82405,                0.92116,                0.85873,                0.91951,                0.69001,                0.47683,                0.81788,                0.48578,                0.98904,               0.001783,               0.001783,               0.001783
                    251,                 0.2967,                0.57641,                0.24468,                0.84084,                0.91193,                0.85471,                0.91886,                0.82421,                0.92036,                0.85915,                0.91928,                0.69029,                0.47643,                0.81777,                0.48597,                0.98903,                0.00175,                0.00175,                0.00175
                    252,                0.29499,                 0.5745,                 0.2414,                0.84078,                0.91421,                0.85318,                  0.919,                0.82422,                0.92135,                 0.8587,                0.91956,                0.69052,                0.47622,                0.81758,                0.48644,                0.98934,               0.001717,               0.001717,               0.001717
                    253,                0.29376,                0.57117,                0.24003,                0.83843,                0.91423,                 0.8535,                 0.9192,                0.82439,                0.92073,                0.85951,                0.91931,                0.69087,                0.47584,                0.81803,                0.48717,                0.98935,               0.001684,               0.001684,               0.001684
                    254,                0.29155,                0.56717,                0.24049,                0.83833,                0.91433,                0.85318,                0.91894,                0.82421,                0.92083,                0.85918,                0.91889,                0.69082,                0.47575,                0.81831,                0.48753,                0.98952,               0.001651,               0.001651,               0.001651
                    255,                0.29042,                0.56781,                0.24097,                0.83741,                0.91378,                0.85383,                0.91903,                0.82428,                0.92078,                0.85931,                0.91893,                0.69125,                0.47536,                0.81835,                0.48779,                0.98932,               0.001618,               0.001618,               0.001618
                    256,                0.28893,                0.56696,                0.23773,                0.83753,                0.91403,                0.85405,                0.91897,                0.82445,                0.92049,                0.86001,                0.91898,                0.69125,                0.47517,                0.81821,                0.48776,                0.98958,               0.001585,               0.001585,               0.001585
                    257,                0.28886,                0.56499,                 0.2366,                0.83675,                0.91499,                0.85334,                 0.9189,                0.82439,                0.92157,                0.85948,                0.91912,                0.69165,                 0.4746,                0.81797,                0.48731,                0.98948,               0.001552,               0.001552,               0.001552
                    258,                 0.2865,                0.56256,                0.23579,                0.83698,                0.91325,                0.85431,                0.91864,                0.82439,                0.92002,                0.86016,                0.91903,                0.69146,                0.47467,                0.81871,                0.48773,                0.99001,               0.001519,               0.001519,               0.001519
                    259,                0.28434,                0.56377,                0.23525,                 0.8375,                0.91305,                0.85438,                0.91857,                0.82439,                0.91978,                0.86016,                0.91892,                0.69132,                0.47462,                0.81926,                0.48829,                0.99045,               0.001486,               0.001486,               0.001486
                    260,                0.28364,                0.56005,                0.23311,                0.83713,                0.91314,                 0.8541,                0.91842,                0.82423,                0.91957,                0.86011,                0.91876,                0.69129,                0.47443,                0.81997,                0.48902,                0.99092,               0.001453,               0.001453,               0.001453
                    261,                0.28197,                0.55824,                0.23472,                0.83597,                0.91291,                0.85431,                0.91841,                0.82456,                0.91953,                0.86008,                0.91906,                0.69158,                0.47399,                0.82014,                0.48945,                0.99115,                0.00142,                0.00142,                0.00142
                    262,                0.28001,                0.55859,                0.23123,                0.83519,                0.90987,                0.85755,                0.91841,                0.82471,                0.91976,                0.86009,                0.91882,                0.69234,                 0.4739,                0.82069,                0.48969,                0.99157,               0.001387,               0.001387,               0.001387
                    263,                0.28007,                0.55995,                0.22939,                0.83458,                0.90811,                0.85909,                0.91831,                0.82483,                0.91956,                0.86003,                0.91898,                0.69199,                 0.4734,                 0.8214,                0.48989,                0.99138,               0.001354,               0.001354,               0.001354
                    264,                0.27795,                0.55812,                0.22904,                0.83512,                0.90951,                0.85785,                0.91815,                0.82496,                0.91736,                0.86219,                0.91883,                0.69203,                0.47318,                 0.8213,                0.49044,                0.99161,               0.001321,               0.001321,               0.001321
                    265,                0.27671,                0.55399,                0.22765,                0.83367,                0.91119,                0.85582,                0.91814,                0.82515,                0.91829,                0.86123,                0.91851,                0.69194,                0.47292,                0.82155,                0.49126,                0.99174,               0.001288,               0.001288,               0.001288
                    266,                0.27512,                0.55323,                0.22597,                0.83333,                0.91172,                0.85561,                0.91806,                0.82527,                0.91857,                  0.861,                0.91863,                0.69168,                 0.4724,                0.82217,                0.49171,                0.99182,               0.001255,               0.001255,               0.001255
                    267,                0.27484,                0.55337,                0.22798,                0.83311,                0.91124,                0.85574,                  0.918,                0.82535,                0.91895,                0.86073,                0.91847,                0.69195,                0.47206,                0.82261,                 0.4921,                0.99176,               0.001222,               0.001222,               0.001222
                    268,                0.27294,                0.55076,                0.22641,                0.83286,                0.90822,                0.85885,                 0.9181,                 0.8255,                0.91692,                0.86223,                 0.9186,                0.69214,                0.47177,                0.82298,                0.49234,                0.99223,               0.001189,               0.001189,               0.001189
                    269,                0.27188,                0.54893,                0.22368,                0.83328,                0.90798,                0.85899,                0.91783,                 0.8253,                0.91433,                  0.865,                0.91856,                0.69207,                0.47132,                0.82377,                 0.4931,                0.99211,               0.001156,               0.001156,               0.001156
                    270,                0.26915,                0.54953,                0.22254,                0.83166,                0.90769,                0.85888,                0.91764,                0.82528,                0.91469,                0.86454,                0.91833,                0.69251,                0.47104,                0.82405,                0.49365,                0.99236,               0.001123,               0.001123,               0.001123
                    271,                0.26829,                0.55002,                0.22147,                0.83253,                0.90848,                0.85801,                0.91761,                0.82545,                0.91629,                 0.8635,                 0.9185,                0.69253,                0.47077,                0.82448,                0.49402,                0.99251,                0.00109,                0.00109,                0.00109
                    272,                0.26734,                0.54405,                0.22178,                0.83109,                0.90907,                0.85811,                0.91754,                0.82558,                0.91716,                0.86276,                0.91848,                0.69267,                0.47072,                0.82438,                0.49404,                0.99284,               0.001057,               0.001057,               0.001057
                    273,                0.26692,                0.54584,                0.22107,                0.83133,                0.91024,                 0.8571,                0.91736,                0.82554,                0.91757,                0.86315,                0.91859,                0.69265,                0.47075,                0.82465,                0.49474,                0.99334,               0.001024,               0.001024,               0.001024
                    274,                0.26333,                0.54401,                0.21916,                0.82995,                 0.9097,                0.85767,                0.91741,                0.82558,                0.91707,                0.86324,                0.91844,                0.69232,                0.47021,                0.82484,                0.49568,                0.99328,               0.000991,               0.000991,               0.000991
                    275,                0.26328,                0.54253,                0.21695,                0.82997,                0.90962,                0.85786,                0.91723,                0.82561,                0.91749,                0.86257,                0.91866,                0.69224,                0.47008,                0.82567,                0.49603,                0.99349,               0.000958,               0.000958,               0.000958
                    276,                0.26199,                0.53998,                0.21917,                0.82975,                 0.9094,                0.85814,                 0.9172,                0.82562,                0.91566,                0.86405,                0.91833,                0.69214,                0.46946,                0.82581,                0.49644,                0.99326,               0.000925,               0.000925,               0.000925
                    277,                0.25972,                0.53851,                0.21536,                0.83019,                0.90896,                0.85818,                0.91716,                0.82573,                0.91529,                0.86416,                0.91806,                0.69219,                    inf,                0.82574,                0.49686,                0.99336,               0.000892,               0.000892,               0.000892
                    278,                0.25805,                 0.5385,                0.21426,                0.82902,                 0.9058,                0.86088,                0.91716,                0.82561,                 0.9127,                0.86662,                0.91828,                0.69198,                0.46896,                 0.8258,                0.49724,                0.99371,               0.000859,               0.000859,               0.000859
                    279,                0.25794,                0.53817,                0.21434,                0.82918,                 0.9057,                 0.8611,                0.91721,                0.82588,                0.91234,                0.86653,                0.91816,                0.69186,                 0.4684,                0.82592,                0.49791,                0.99344,               0.000826,               0.000826,               0.000826
                    280,                0.25592,                0.53624,                 0.2137,                0.82947,                0.90479,                0.86188,                0.91725,                0.82602,                0.91262,                0.86607,                0.91827,                 0.6917,                0.46821,                0.82608,                0.49849,                0.99373,               0.000793,               0.000793,               0.000793
                    281,                 0.2558,                0.53532,                0.21149,                0.82855,                0.90454,                0.86214,                0.91722,                0.82626,                0.91144,                0.86687,                0.91803,                0.69203,                0.46809,                0.82593,                0.49926,                0.99405,                0.00076,                0.00076,                0.00076
                    282,                0.25413,                0.53341,                0.21029,                0.82733,                0.90417,                0.86272,                0.91702,                 0.8261,                0.91055,                0.86792,                0.91771,                0.69181,                0.46759,                0.82667,                0.50008,                0.99394,               0.000727,               0.000727,               0.000727
                    283,                0.25241,                0.53175,                0.20794,                0.82796,                0.90427,                 0.8626,                0.91711,                0.82637,                 0.9105,                0.86773,                0.91792,                 0.6922,                0.46736,                0.82723,                0.50051,                0.99407,               0.000694,               0.000694,               0.000694
                    284,                0.25089,                0.53439,                0.21045,                0.82868,                0.90412,                0.86237,                0.91698,                0.82618,                0.91517,                0.86308,                0.91771,                0.69212,                0.46705,                0.82757,                0.50067,                0.99418,               0.000661,               0.000661,               0.000661
                    285,                0.25007,                0.53051,                0.20813,                0.82738,                0.90418,                0.86198,                0.91705,                0.82634,                0.91576,                 0.8626,                0.91784,                0.69224,                0.46658,                0.82804,                0.50105,                0.99413,               0.000628,               0.000628,               0.000628
                    286,                0.24844,                0.52929,                0.20636,                0.82658,                0.90817,                 0.8584,                0.91675,                0.82605,                0.91543,                0.86308,                0.91758,                0.69217,                0.46627,                0.82834,                0.50168,                 0.9944,               0.000595,               0.000595,               0.000595
                    287,                 0.2465,                0.52812,                0.20501,                0.82777,                0.91006,                0.85656,                0.91658,                0.82605,                0.91619,                0.86217,                 0.9174,                0.69218,                0.46592,                0.82895,                0.50225,                0.99461,               0.000562,               0.000562,               0.000562
                    288,                0.24572,                0.52799,                0.20435,                 0.8263,                0.91101,                0.85571,                0.91647,                0.82613,                0.91716,                0.86149,                0.91729,                0.69236,                 0.4658,                0.82956,                0.50263,                0.99503,               0.000529,               0.000529,               0.000529
                    289,                0.24537,                0.52543,                0.20323,                0.82571,                0.91054,                0.85632,                0.91652,                0.82622,                0.91645,                 0.8616,                0.91717,                0.69243,                0.46561,                0.82975,                0.50314,                 0.9954,               0.000496,               0.000496,               0.000496
                    290,                0.24357,                0.52517,                0.20277,                0.82605,                0.91141,                0.85488,                0.91648,                0.82649,                0.91726,                0.86048,                0.91715,                0.69257,                0.46543,                0.83038,                 0.5038,                0.99588,               0.000463,               0.000463,               0.000463
                    291,                0.19898,                0.47917,                0.14309,                0.80156,                0.91036,                0.85548,                 0.9162,                0.82629,                0.91774,                0.86029,                0.91697,                0.69251,                0.46534,                0.83061,                 0.5045,                0.99644,                0.00043,                0.00043,                0.00043
                    292,                0.19278,                 0.4719,                0.13908,                0.80055,                0.90248,                0.86208,                0.91612,                0.82617,                0.91763,                0.85947,                0.91677,                0.69252,                0.46567,                0.83113,                0.50527,                0.99732,               0.000397,               0.000397,               0.000397
                    293,                0.19101,                0.46917,                 0.1372,                0.79977,                0.90262,                0.86204,                  0.916,                0.82605,                0.90858,                0.86659,                0.91656,                0.69254,                0.46563,                0.83184,                0.50601,                0.99772,               0.000364,               0.000364,               0.000364
                    294,                0.18909,                0.46631,                0.13624,                0.79858,                0.90315,                0.86133,                0.91576,                0.82585,                0.90892,                0.86627,                0.91662,                0.69266,                0.46503,                0.83208,                0.50707,                0.99737,               0.000331,               0.000331,               0.000331
                    295,                0.18811,                0.46609,                0.13642,                 0.7995,                0.90421,                0.86039,                0.91556,                0.82572,                0.91003,                0.86539,                0.91638,                0.69257,                0.46508,                0.83259,                0.50841,                 0.9978,               0.000298,               0.000298,               0.000298
                    296,                0.18492,                0.46385,                0.13222,                0.79809,                0.90458,                0.86036,                0.91549,                0.82542,                0.91027,                0.86537,                0.91615,                0.69238,                0.46536,                0.83335,                0.50927,                 0.9986,               0.000265,               0.000265,               0.000265
                    297,                0.18252,                0.46056,                0.12958,                0.79759,                0.90556,                0.85934,                0.91518,                0.82528,                0.91039,                0.86539,                0.91595,                0.69225,                    inf,                0.83445,                0.51077,                0.99918,               0.000232,               0.000232,               0.000232
                    298,                0.18375,                0.46071,                0.13187,                0.79864,                0.90557,                 0.8592,                0.91505,                0.82505,                0.91109,                0.86443,                0.91585,                0.69239,                0.46552,                0.83559,                0.51164,                 0.9998,               0.000199,               0.000199,               0.000199
                    299,                0.18152,                0.46035,                0.13051,                0.79646,                0.90656,                 0.8573,                0.91505,                0.82537,                 0.9127,                0.86224,                 0.9158,                0.69235,                    inf,                0.83641,                0.51259,                      1,               0.000166,               0.000166,               0.000166
                    300,                0.17863,                0.45852,                0.12952,                0.79597,                0.91092,                0.85399,                0.91502,                0.82524,                0.91777,                0.85831,                0.91572,                0.69238,                  0.465,                0.83739,                0.51395,                 1.0001,               0.000133,               0.000133,               0.000133
