                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.35353,                0.62687,                0.29504,                0.85899,                0.90391,                0.86825,                0.92118,                0.82782,                0.91109,                 0.8739,                0.92322,                0.69314,                    inf,                0.80827,                0.46489,                0.98448,               0.004852,               0.004852,               0.004852
                    314,                0.35198,                0.62864,                0.29303,                0.86201,                0.90451,                0.86792,                0.92114,                0.82808,                0.91215,                0.87244,                0.92319,                0.69342,                    inf,                0.80809,                0.46471,                 0.9849,              0.0048355,              0.0048355,              0.0048355
                    315,                0.35027,                0.62608,                0.29458,                0.86266,                0.91012,                0.86276,                 0.9213,                0.82808,                 0.9176,                0.86796,                0.92312,                0.69345,                0.45256,                0.80817,                0.46459,                  0.985,               0.004819,               0.004819,               0.004819
                    316,                0.35145,                0.62535,                0.29074,                0.86293,                0.91186,                0.86211,                 0.9216,                0.82828,                0.91898,                0.86737,                0.92328,                0.69326,                    inf,                0.80874,                0.46452,                0.98516,              0.0048025,              0.0048025,              0.0048025
                    317,                0.35326,                0.62831,                0.29361,                0.86243,                0.91149,                0.86211,                0.92144,                 0.8281,                0.91816,                0.86815,                0.92335,                0.69263,                0.45214,                0.80925,                0.46434,                0.98527,               0.004786,               0.004786,               0.004786
                    318,                0.35183,                0.62627,                0.29413,                0.86313,                0.91219,                0.86116,                0.92129,                0.82823,                0.91825,                0.86727,                0.92313,                0.69305,                    inf,                0.80914,                0.46398,                0.98555,              0.0047695,              0.0047695,              0.0047695
                    319,                0.34962,                0.62147,                0.29104,                0.85928,                0.91171,                0.86136,                0.92102,                0.82798,                0.91401,                0.87114,                0.92328,                0.69318,                    inf,                0.80958,                0.46351,                0.98563,               0.004753,               0.004753,               0.004753
                    320,                0.35005,                0.62431,                0.29456,                 0.8601,                0.91127,                0.86143,                0.92101,                 0.8282,                0.91623,                0.86929,                0.92334,                0.69318,                    inf,                0.80942,                0.46298,                0.98561,              0.0047365,              0.0047365,              0.0047365
                    321,                 0.3476,                 0.6223,                0.29171,                0.85882,                0.91051,                0.86192,                0.92074,                  0.828,                0.91594,                0.86926,                0.92312,                0.69286,                    inf,                0.80958,                0.46309,                0.98577,                0.00472,                0.00472,                0.00472
                    322,                 0.3474,                0.62035,                0.29259,                0.85986,                0.90956,                0.86276,                0.92097,                0.82812,                0.91515,                0.86948,                0.92308,                0.69333,                0.45194,                0.80978,                0.46284,                0.98599,              0.0047035,              0.0047035,              0.0047035
                    323,                0.34836,                0.62171,                0.28888,                0.85966,                0.91018,                0.86217,                 0.9212,                0.82832,                0.91626,                 0.8688,                0.92309,                 0.6932,                    inf,                0.80957,                0.46264,                0.98572,               0.004687,               0.004687,               0.004687
                    324,                0.34811,                  0.626,                0.28842,                 0.8603,                0.91057,                0.86201,                0.92117,                0.82812,                0.91283,                 0.8715,                0.92289,                0.69322,                    inf,                 0.8099,                0.46274,                0.98616,              0.0046705,              0.0046705,              0.0046705
                    325,                0.34888,                0.62455,                0.29149,                0.85772,                0.90756,                0.86454,                0.92122,                0.82815,                0.91237,                0.87205,                0.92297,                 0.6932,                0.45172,                0.81004,                0.46267,                0.98621,               0.004654,               0.004654,               0.004654
                    326,                0.34699,                 0.6194,                0.28906,                0.85645,                0.90969,                0.86269,                0.92143,                0.82841,                0.91155,                0.87273,                0.92349,                0.69349,                    inf,                0.81011,                 0.4625,                0.98644,              0.0046375,              0.0046375,              0.0046375
                    327,                0.34603,                0.61992,                0.29096,                0.85785,                 0.9084,                0.86362,                  0.921,                0.82842,                0.91251,                0.87198,                0.92363,                0.69356,                    inf,                 0.8102,                0.46299,                0.98664,               0.004621,               0.004621,               0.004621
                    328,                 0.3445,                0.61667,                0.28723,                0.85681,                0.90849,                0.86399,                0.92141,                0.82864,                0.91477,                0.87078,                0.92367,                0.69354,                    inf,                0.81014,                0.46232,                0.98674,              0.0046045,              0.0046045,              0.0046045
                    329,                  0.342,                0.61675,                0.28828,                 0.8571,                0.90885,                0.86322,                0.92105,                0.82838,                0.91413,                0.87067,                 0.9232,                0.69305,                    inf,                0.81078,                0.46283,                0.98711,               0.004588,               0.004588,               0.004588
                    330,                0.34817,                0.62261,                0.29256,                0.85964,                0.90763,                0.86422,                0.92118,                0.82857,                0.91462,                0.87028,                0.92328,                0.69272,                    inf,                0.81069,                0.46266,                0.98708,              0.0045715,              0.0045715,              0.0045715
                    331,                0.34665,                0.61965,                0.28952,                 0.8574,                 0.9046,                0.86666,                 0.9214,                0.82865,                0.91434,                0.86989,                0.92332,                0.69314,                    inf,                0.81031,                0.46288,                0.98702,               0.004555,               0.004555,               0.004555
                    332,                0.34566,                 0.6205,                0.28815,                0.85848,                0.90357,                0.86757,                0.92101,                0.82873,                0.91295,                0.87124,                0.92331,                0.69308,                    inf,                0.81044,                0.46309,                0.98694,              0.0045385,              0.0045385,              0.0045385
                    333,                0.34372,                 0.6197,                0.28909,                0.86115,                0.90459,                0.86637,                0.92107,                0.82868,                0.91307,                0.87102,                0.92307,                0.69328,                    inf,                0.81038,                0.46321,                0.98717,               0.004522,               0.004522,               0.004522
                    334,                0.34565,                0.61751,                0.28823,                0.85941,                0.90564,                0.86575,                0.92131,                0.82877,                 0.9137,                0.87042,                0.92294,                0.69301,                    inf,                0.80997,                0.46346,                 0.9867,              0.0045055,              0.0045055,              0.0045055
                    335,                0.34169,                0.61445,                 0.2854,                0.85789,                0.90453,                0.86636,                0.92119,                0.82863,                0.91451,                0.87003,                0.92296,                0.69328,                    inf,                0.80955,                0.46338,                0.98664,               0.004489,               0.004489,               0.004489
                    336,                0.34293,                0.61768,                0.28642,                0.85817,                0.90187,                0.86877,                 0.9211,                0.82864,                 0.9137,                0.87007,                0.92289,                 0.6933,                    inf,                0.80928,                 0.4635,                0.98698,              0.0044725,              0.0044725,              0.0044725
                    337,                0.34224,                0.61396,                0.28381,                0.85546,                0.90177,                0.86919,                0.92132,                0.82888,                0.91361,                0.87053,                0.92296,                0.69334,                0.45006,                0.80903,                0.46367,                0.98632,               0.004456,               0.004456,               0.004456
                    338,                0.34212,                0.61396,                0.28501,                0.85749,                0.90435,                0.86735,                 0.9215,                0.82924,                0.91224,                0.87178,                0.92342,                0.69392,                0.45011,                0.80848,                0.46371,                0.98622,              0.0044395,              0.0044395,              0.0044395
                    339,                0.34152,                0.61432,                0.28371,                0.85462,                  0.905,                0.86643,                0.92102,                0.82901,                0.91395,                0.87091,                0.92332,                0.69357,                    inf,                 0.8091,                0.46398,                0.98633,               0.004423,               0.004423,               0.004423
                    340,                0.34083,                 0.6133,                0.28362,                 0.8568,                0.90589,                0.86614,                0.92095,                0.82901,                0.91422,                0.87099,                0.92335,                0.69314,                0.44985,                 0.8092,                 0.4634,                0.98612,              0.0044065,              0.0044065,              0.0044065
                    341,                0.33987,                0.61519,                0.28479,                0.85766,                0.90567,                0.86597,                0.92098,                0.82906,                 0.9141,                0.87055,                0.92321,                 0.6935,                0.44944,                0.80872,                0.46308,                0.98587,                0.00439,                0.00439,                0.00439
                    342,                0.33986,                0.61411,                0.28361,                0.85836,                0.90421,                0.86766,                0.92123,                 0.8294,                0.91155,                0.87286,                0.92337,                0.69343,                    inf,                 0.8088,                0.46301,                0.98575,              0.0043735,              0.0043735,              0.0043735
                    343,                0.33891,                 0.6129,                0.28327,                0.85716,                0.90423,                0.86841,                0.92144,                0.82944,                0.91103,                0.87374,                0.92347,                0.69361,                    inf,                0.80916,                 0.4634,                0.98591,               0.004357,               0.004357,               0.004357
                    344,                0.33662,                0.60825,                0.28466,                0.85764,                0.90421,                0.86866,                0.92141,                0.82953,                0.91024,                0.87424,                0.92346,                0.69383,                    inf,                0.80968,                0.46391,                0.98615,              0.0043405,              0.0043405,              0.0043405
                    345,                0.33565,                0.60927,                0.28029,                  0.855,                0.90326,                0.86844,                0.92083,                0.82941,                0.91045,                0.87364,                0.92345,                0.69357,                    inf,                0.81021,                0.46413,                0.98632,               0.004324,               0.004324,               0.004324
                    346,                 0.3375,                0.61338,                0.28215,                0.85698,                0.90216,                0.86997,                 0.9211,                0.82968,                0.91198,                0.87289,                0.92368,                0.69343,                    inf,                0.81026,                0.46456,                0.98637,              0.0043075,              0.0043075,              0.0043075
                    347,                0.33577,                0.60725,                0.28121,                0.85574,                0.90406,                0.86839,                0.92115,                0.82999,                0.91385,                0.87052,                0.92345,                0.69344,                    inf,                0.81022,                0.46423,                0.98655,               0.004291,               0.004291,               0.004291
                    348,                0.33712,                0.60986,                0.28103,                0.85687,                0.90434,                0.86816,                0.92111,                0.82976,                0.91634,                0.86925,                0.92377,                0.69336,                    inf,                0.81091,                0.46474,                0.98697,              0.0042745,              0.0042745,              0.0042745
                    349,                  0.336,                0.61058,                0.28135,                0.85621,                0.90246,                0.87003,                0.92136,                0.82966,                0.91511,                0.87054,                0.92375,                0.69305,                    inf,                 0.8109,                0.46482,                0.98745,               0.004258,               0.004258,               0.004258
                    350,                0.33588,                0.60974,                0.28156,                0.85595,                0.90283,                0.87049,                0.92158,                0.82982,                0.91688,                0.86955,                0.92401,                0.69343,                    inf,                 0.8105,                0.46496,                0.98682,              0.0042415,              0.0042415,              0.0042415
                    351,                0.33453,                0.61085,                0.28028,                0.85624,                0.90281,                0.87079,                0.92175,                0.83012,                0.91709,                0.86987,                0.92409,                0.69362,                    inf,                0.81014,                0.46511,                0.98711,               0.004225,               0.004225,               0.004225
                    352,                0.33508,                0.60983,                0.28218,                0.85621,                0.90391,                0.86938,                0.92157,                0.83004,                0.91603,                0.86997,                 0.9239,                0.69318,                    inf,                0.81067,                0.46527,                0.98735,              0.0042085,              0.0042085,              0.0042085
                    353,                0.33547,                0.61238,                0.28006,                0.85518,                0.90257,                0.87023,                0.92147,                0.82991,                0.91617,                0.87008,                0.92377,                0.69332,                    inf,                0.81023,                0.46539,                0.98759,               0.004192,               0.004192,               0.004192
                    354,                0.33312,                0.60597,                0.27825,                0.85542,                0.90116,                0.87185,                0.92125,                0.83011,                 0.9156,                0.87035,                0.92381,                0.69318,                    inf,                0.81019,                0.46519,                0.98825,              0.0041755,              0.0041755,              0.0041755
                    355,                0.33564,                0.60933,                 0.2807,                0.85694,                0.89949,                 0.8739,                0.92128,                0.83003,                0.91324,                0.87273,                0.92432,                0.69362,                    inf,                 0.8098,                0.46482,                0.98785,               0.004159,               0.004159,               0.004159
                    356,                0.33167,                 0.6024,                0.27889,                0.85421,                 0.9001,                0.87325,                0.92137,                0.83006,                0.91292,                0.87263,                0.92414,                0.69402,                0.44894,                0.80976,                0.46464,                0.98824,              0.0041425,              0.0041425,              0.0041425
                    357,                0.33064,                0.60306,                0.27826,                0.85401,                0.90195,                 0.8712,                0.92133,                0.83002,                0.91071,                0.87467,                0.92412,                 0.6944,                0.44845,                0.80954,                0.46386,                0.98814,               0.004126,               0.004126,               0.004126
                    358,                0.32969,                0.60547,                 0.2772,                0.85504,                0.90268,                0.87014,                 0.9214,                0.83018,                0.91118,                0.87473,                0.92434,                0.69451,                0.44834,                0.80997,                0.46402,                0.98813,              0.0041095,              0.0041095,              0.0041095
                    359,                 0.3308,                0.60328,                0.27596,                 0.8542,                0.90135,                0.87124,                0.92121,                0.82991,                 0.9133,                0.87258,                0.92428,                 0.6946,                    inf,                0.81028,                0.46425,                0.98829,               0.004093,               0.004093,               0.004093
                    360,                0.33152,                0.60529,                 0.2763,                0.85399,                0.90383,                0.86918,                0.92167,                0.83024,                0.91428,                0.87209,                0.92439,                0.69474,                    inf,                0.81029,                0.46447,                0.98838,              0.0040765,              0.0040765,              0.0040765
                    361,                0.33064,                0.60332,                0.27777,                0.85256,                0.90357,                 0.8689,                0.92182,                0.83052,                 0.9147,                 0.8712,                0.92461,                0.69551,                    inf,                 0.8102,                0.46468,                0.98851,                0.00406,                0.00406,                0.00406
                    362,                0.33167,                0.60698,                0.27905,                 0.8555,                0.90634,                0.86634,                0.92186,                0.83062,                0.91535,                0.87104,                0.92418,                0.69521,                0.44843,                0.81035,                 0.4649,                0.98858,              0.0040435,              0.0040435,              0.0040435
                    363,                0.33017,                0.60341,                0.27497,                0.85456,                0.90934,                0.86357,                0.92204,                0.83064,                 0.9168,                0.87021,                0.92411,                0.69536,                0.44837,                0.81007,                0.46527,                 0.9885,               0.004027,               0.004027,               0.004027
                    364,                0.32807,                0.60097,                0.27423,                0.85344,                0.90959,                0.86309,                0.92176,                0.83046,                0.91678,                0.86958,                0.92382,                0.69524,                    inf,                0.81019,                0.46547,                0.98812,              0.0040105,              0.0040105,              0.0040105
                    365,                 0.3261,                0.60217,                0.27493,                0.85333,                0.90902,                0.86347,                0.92167,                0.83073,                0.91637,                0.86997,                0.92407,                0.69553,                    inf,                0.81037,                0.46532,                0.98824,               0.003994,               0.003994,               0.003994
                    366,                0.32521,                0.59957,                0.27305,                0.85423,                0.90892,                0.86392,                0.92178,                 0.8309,                0.91611,                0.87068,                0.92457,                0.69574,                0.44745,                0.81064,                0.46553,                0.98821,              0.0039775,              0.0039775,              0.0039775
                    367,                0.32765,                0.60107,                0.27436,                0.85282,                 0.9077,                0.86542,                0.92192,                0.83109,                0.91606,                0.87061,                0.92441,                0.69707,                    inf,                0.81036,                0.46586,                0.98828,               0.003961,               0.003961,               0.003961
                    368,                0.32563,                0.60048,                 0.2748,                0.85142,                0.90844,                0.86468,                0.92195,                0.83093,                0.91579,                0.87147,                0.92457,                0.69673,                0.44721,                 0.8101,                0.46623,                  0.988,              0.0039445,              0.0039445,              0.0039445
                    369,                0.32425,                0.59736,                0.27442,                0.85214,                0.90778,                0.86487,                0.92214,                0.83121,                0.91531,                0.87134,                0.92453,                0.69679,                    inf,                0.80979,                 0.4657,                0.98788,               0.003928,               0.003928,               0.003928
                    370,                0.32534,                0.59867,                0.26999,                0.85191,                0.90657,                 0.8655,                0.92216,                0.83136,                0.91426,                0.87179,                0.92436,                0.69729,                    inf,                0.80967,                0.46589,                0.98737,              0.0039115,              0.0039115,              0.0039115
                    371,                0.32433,                0.59642,                0.27231,                0.85202,                0.90826,                0.86441,                0.92206,                0.83128,                 0.9155,                0.87098,                0.92425,                0.69765,                    inf,                0.80958,                0.46577,                0.98724,               0.003895,               0.003895,               0.003895
                    372,                0.32428,                0.59741,                 0.2716,                0.85349,                0.90772,                0.86532,                0.92229,                0.83147,                0.91523,                0.87156,                0.92437,                0.69765,                0.44593,                 0.8097,                0.46597,                0.98722,              0.0038785,              0.0038785,              0.0038785
                    373,                0.32353,                0.59741,                 0.2715,                0.85107,                  0.907,                0.86613,                0.92231,                 0.8317,                0.91455,                0.87163,                 0.9241,                 0.6979,                0.44538,                0.80939,                0.46617,                0.98682,               0.003862,               0.003862,               0.003862
                    374,                0.31897,                0.59122,                0.27064,                0.84996,                0.90656,                0.86667,                0.92179,                0.83144,                0.91454,                0.87198,                0.92395,                0.69789,                    inf,                0.80966,                0.46673,                0.98674,              0.0038455,              0.0038455,              0.0038455
                    375,                0.32153,                0.59768,                 0.2682,                 0.8523,                 0.9058,                0.86731,                0.92173,                0.83154,                0.91491,                0.87144,                0.92372,                0.69801,                    inf,                0.80973,                0.46692,                0.98676,               0.003829,               0.003829,               0.003829
                    376,                0.32064,                0.59429,                0.26958,                0.85056,                0.90603,                0.86691,                0.92181,                0.83154,                0.91399,                0.87244,                0.92376,                0.69782,                    inf,                0.81009,                  0.467,                0.98652,              0.0038125,              0.0038125,              0.0038125
                    377,                  0.322,                0.59507,                0.26982,                0.85051,                0.90734,                0.86619,                0.92169,                 0.8317,                 0.9156,                0.87107,                0.92372,                0.69801,                0.44448,                0.80983,                0.46698,                 0.9862,               0.003796,               0.003796,               0.003796
                    378,                0.32058,                0.59382,                 0.2697,                0.85051,                0.90809,                0.86545,                0.92174,                0.83166,                0.91571,                0.87094,                0.92361,                0.69825,                    inf,                0.80977,                0.46721,                0.98647,              0.0037795,              0.0037795,              0.0037795
                    379,                0.32103,                0.59518,                 0.2727,                0.85135,                0.90766,                0.86516,                0.92164,                0.83177,                0.91618,                0.87091,                0.92394,                0.69824,                0.44435,                0.81004,                0.46748,                0.98664,               0.003763,               0.003763,               0.003763
                    380,                0.31931,                0.59386,                0.26912,                0.84947,                0.90717,                0.86537,                 0.9217,                0.83192,                0.91702,                0.86977,                0.92398,                0.69826,                0.44416,                0.81028,                0.46741,                0.98646,              0.0037465,              0.0037465,              0.0037465
                    381,                0.31942,                0.59316,                0.26855,                0.85063,                0.90449,                0.86776,                0.92173,                0.83174,                0.91674,                0.86978,                 0.9239,                 0.6984,                0.44431,                0.81064,                0.46781,                 0.9867,                0.00373,                0.00373,                0.00373
                    382,                0.31706,                0.58909,                0.26767,                0.84921,                0.90464,                0.86742,                0.92164,                0.83167,                0.91399,                0.87221,                0.92405,                0.69807,                0.44463,                0.81113,                0.46831,                0.98721,              0.0037135,              0.0037135,              0.0037135
                    383,                0.31549,                0.59124,                0.26742,                  0.849,                0.90276,                0.86914,                0.92153,                0.83159,                 0.9143,                0.87128,                0.92396,                0.69814,                0.44453,                0.81126,                0.46845,                0.98706,               0.003697,               0.003697,               0.003697
                    384,                0.31626,                0.58956,                0.26593,                0.84929,                0.90318,                 0.8685,                0.92133,                0.83134,                0.91441,                0.87103,                0.92372,                  0.698,                0.44447,                0.81184,                  0.469,                0.98746,              0.0036805,              0.0036805,              0.0036805
                    385,                0.31733,                0.58973,                0.26726,                0.85048,                0.90381,                0.86737,                0.92137,                0.83126,                0.91321,                0.87208,                0.92353,                0.69806,                0.44458,                0.81193,                0.46925,                 0.9879,               0.003664,               0.003664,               0.003664
                    386,                0.31477,                0.58831,                0.26534,                0.84885,                0.90195,                0.86883,                0.92108,                0.83093,                0.91374,                0.87128,                 0.9236,                 0.6977,                0.44488,                 0.8127,                0.46953,                0.98831,              0.0036475,              0.0036475,              0.0036475
                    387,                0.31568,                0.59171,                 0.2665,                0.84969,                0.90355,                0.86792,                0.92109,                 0.8308,                0.91256,                 0.8725,                0.92352,                0.69736,                    inf,                  0.813,                0.46965,                0.98791,               0.003631,               0.003631,               0.003631
                    388,                0.31468,                0.58722,                 0.2649,                0.84892,                0.90253,                0.86892,                0.92098,                0.83068,                0.91596,                0.86915,                0.92324,                0.69753,                0.44495,                 0.8135,                 0.4709,                0.98812,              0.0036145,              0.0036145,              0.0036145
                    389,                0.31381,                0.58731,                0.26481,                0.85013,                0.90272,                0.86872,                0.92102,                0.83071,                0.91598,                0.86932,                0.92324,                0.69699,                 0.4449,                 0.8142,                0.47149,                0.98843,               0.003598,               0.003598,               0.003598
                    390,                0.31452,                0.58299,                0.26532,                0.84855,                0.90202,                0.86912,                0.92061,                0.83062,                0.91748,                0.86802,                0.92292,                0.69687,                0.44479,                0.81474,                 0.4721,                0.98854,              0.0035815,              0.0035815,              0.0035815
                    391,                0.31098,                0.58624,                0.26429,                 0.8471,                0.90717,                0.86422,                0.92014,                0.83051,                0.91598,                 0.8687,                0.92308,                0.69689,                0.44445,                0.81491,                0.47224,                0.98834,               0.003565,               0.003565,               0.003565
                    392,                0.31267,                0.58964,                0.26321,                0.84727,                0.90767,                 0.8641,                 0.9202,                 0.8306,                0.91662,                0.86851,                0.92297,                0.69718,                0.44441,                0.81443,                0.47258,                0.98823,              0.0035485,              0.0035485,              0.0035485
                    393,                 0.3143,                0.58607,                0.26212,                0.84815,                0.90467,                0.86656,                 0.9203,                0.83064,                0.91444,                0.87135,                0.92332,                0.69722,                0.44461,                0.81486,                0.47279,                 0.9885,               0.003532,               0.003532,               0.003532
                    394,                0.31244,                 0.5872,                0.26477,                 0.8496,                0.90589,                0.86604,                0.91999,                0.83041,                 0.9149,                0.87096,                 0.9233,                0.69753,                0.44468,                0.81537,                 0.4732,                0.98858,              0.0035155,              0.0035155,              0.0035155
                    395,                0.31075,                0.58345,                0.26226,                0.84961,                0.90679,                0.86477,                0.92012,                0.83062,                0.91505,                0.87068,                0.92323,                0.69757,                0.44432,                0.81555,                0.47342,                0.98835,               0.003499,               0.003499,               0.003499
                    396,                0.31174,                0.58514,                0.26296,                0.84951,                0.90649,                0.86451,                0.91971,                 0.8304,                0.91571,                0.86985,                0.92306,                0.69797,                0.44426,                0.81627,                0.47432,                0.98847,              0.0034825,              0.0034825,              0.0034825
                    397,                0.31021,                0.58202,                 0.2621,                0.84606,                0.90584,                 0.8651,                 0.9196,                0.83016,                0.91576,                0.86948,                0.92293,                0.69781,                0.44425,                0.81668,                 0.4748,                0.98859,               0.003466,               0.003466,               0.003466
                    398,                0.30986,                0.58259,                0.25937,                0.84806,                0.90706,                0.86323,                0.91948,                0.83012,                0.91724,                0.86883,                0.92292,                0.69786,                0.44455,                0.81616,                0.47499,                0.98898,              0.0034495,              0.0034495,              0.0034495
                    399,                 0.3105,                0.58081,                0.26161,                0.84824,                0.90553,                0.86495,                0.91962,                0.83015,                0.91578,                0.86974,                0.92281,                0.69805,                0.44472,                0.81584,                0.47492,                0.98936,               0.003433,               0.003433,               0.003433
                    400,                0.30754,                0.58151,                0.26143,                0.84797,                0.90633,                0.86425,                0.91971,                0.83049,                0.91476,                0.87062,                0.92323,                 0.6979,                0.44474,                0.81548,                0.47504,                0.98949,              0.0034165,              0.0034165,              0.0034165
                    401,                0.30873,                0.58214,                0.26078,                0.85006,                0.90686,                 0.8641,                0.91969,                0.83041,                0.91586,                0.86983,                0.92331,                0.69781,                0.44494,                0.81542,                0.47486,                   0.99,                 0.0034,                 0.0034,                 0.0034
                    402,                0.30991,                0.58138,                 0.2609,                0.84911,                 0.9077,                0.86311,                0.91974,                0.83013,                0.91567,                0.86994,                0.92311,                0.69792,                0.44513,                0.81484,                0.47555,                0.99038,              0.0033835,              0.0033835,              0.0033835
                    403,                0.30652,                0.58032,                0.25909,                0.84814,                0.90739,                0.86338,                0.91967,                0.83024,                0.91559,                0.86995,                0.92315,                 0.6979,                0.44523,                0.81485,                0.47582,                0.99091,               0.003367,               0.003367,               0.003367
                    404,                 0.3064,                0.58009,                0.26039,                0.84743,                0.90704,                0.86339,                0.91974,                0.83055,                0.91608,                0.86944,                0.92317,                0.69825,                0.44481,                0.81494,                0.47659,                0.99066,              0.0033505,              0.0033505,              0.0033505
                    405,                0.30624,                0.57872,                0.26146,                 0.8477,                0.90774,                0.86194,                0.91989,                0.83065,                0.91567,                0.86935,                0.92356,                0.69851,                0.44481,                0.81491,                  0.477,                0.99081,               0.003334,               0.003334,               0.003334
                    406,                0.30634,                0.57924,                0.25723,                0.84606,                0.90831,                0.86141,                0.92005,                 0.8308,                0.91631,                0.86854,                0.92348,                0.69869,                0.44424,                0.81461,                0.47739,                0.99038,              0.0033175,              0.0033175,              0.0033175
